Line Num,Original ID,File,ARO
528,MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

534,MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

552,MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

568,MEG_2953|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

569,MEG_43|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,abricate_megares_both_ARO_mapping.tsv,nan

573,MEG_3206|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

576,MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

589,MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,abricate_megares_both_ARO_mapping.tsv,nan

597,MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,abricate_megares_both_ARO_mapping.tsv,nan

600,MEG_2063|Metals|Copper_resistance|Copper_resistance_protein|COPL,abricate_megares_both_ARO_mapping.tsv,nan

602,MEG_3235|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

604,MEG_3247|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

606,MEG_5360|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

612,MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

659,MEG_2060|Metals|Copper_resistance|Copper_resistance_protein|COPJ,abricate_megares_both_ARO_mapping.tsv,nan

672,MEG_5383|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

705,MEG_7191|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

754,MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

758,MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

776,MEG_3216|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

784,MEG_2651|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF,abricate_megares_both_ARO_mapping.tsv,nan

802,MEG_2865|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,abricate_megares_both_ARO_mapping.tsv,nan

806,MEG_7809|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|WTPB,abricate_megares_both_ARO_mapping.tsv,nan

812,MEG_3218|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

820,MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,abricate_megares_both_ARO_mapping.tsv,nan

889,MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

904,MEG_2441|Metals|Copper_resistance|Copper_resistance_protein|CUEP,abricate_megares_both_ARO_mapping.tsv,nan

923,MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,abricate_megares_both_ARO_mapping.tsv,nan

932,MEG_7197|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

956,MEG_3192|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

960,MEG_5395|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

965,MEG_3220|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1038,MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1054,MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1057,MEG_5330|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1071,MEG_4088|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|MTRR|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1121,MEG_2038|Metals|Copper_resistance|Copper_resistance_protein|COPB,abricate_megares_both_ARO_mapping.tsv,nan

1128,MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,abricate_megares_both_ARO_mapping.tsv,nan

1138,MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1156,MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,abricate_megares_both_ARO_mapping.tsv,nan

1158,MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1174,MEG_3202|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1239,MEG_1715|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRF,abricate_megares_both_ARO_mapping.tsv,nan

1260,MEG_3446|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|KATG|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1261,MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1264,MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1267,MEG_1486|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADD,abricate_megares_both_ARO_mapping.tsv,nan

1313,MEG_6132|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1324,MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1368,MEG_3283|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE,abricate_megares_both_ARO_mapping.tsv,nan

1370,MEG_6130|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1408,MEG_5346|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1421,MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1429,MEG_4131|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1502,MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1506,MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1526,MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,abricate_megares_both_ARO_mapping.tsv,nan

1551,MEG_2933|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|FOLC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1637,MEG_5377|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1644,MEG_3214|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1726,MEG_4194|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMJ,abricate_megares_both_ARO_mapping.tsv,nan

1738,MEG_3183|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1755,MEG_6562|Metals|Chromium_resistance|Chromium_resistance_protein|SRPCC,abricate_megares_both_ARO_mapping.tsv,nan

1759,MEG_3926|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,abricate_megares_both_ARO_mapping.tsv,nan

1783,MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1788,MEG_6959|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,abricate_megares_both_ARO_mapping.tsv,nan

1794,MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1885,MEG_3210|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1940,MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,abricate_megares_both_ARO_mapping.tsv,nan

1973,MEG_5358|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

1978,MEG_3209|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2030,MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2043,MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2064,MEG_3049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA,abricate_megares_both_ARO_mapping.tsv,nan

2065,MEG_3180|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2097,MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,abricate_megares_both_ARO_mapping.tsv,nan

2104,MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2164,MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,abricate_megares_both_ARO_mapping.tsv,nan

2178,MEG_4162|Metals|Sodium_resistance|Sodium_resistance_protein|NHAA,abricate_megares_both_ARO_mapping.tsv,nan

2197,MEG_3240|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2204,MEG_3223|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2218,MEG_2050|Metals|Copper_resistance|Copper_resistance_protein|COPC,abricate_megares_both_ARO_mapping.tsv,nan

2266,MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2276,MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2303,MEG_3878|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,abricate_megares_both_ARO_mapping.tsv,nan

2321,MEG_3929|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,abricate_megares_both_ARO_mapping.tsv,nan

2351,MEG_2052|Metals|Copper_resistance|Copper_resistance_protein|COPD,abricate_megares_both_ARO_mapping.tsv,nan

2468,MEG_3051|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPVA,abricate_megares_both_ARO_mapping.tsv,nan

2599,MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2630,MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2664,MEG_2712|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2682,MEG_3237|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2711,MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2723,MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX,abricate_megares_both_ARO_mapping.tsv,nan

2754,MEG_5380|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2755,MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2793,MEG_4077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MTRA,abricate_megares_both_ARO_mapping.tsv,nan

2799,MEG_6095|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2802,MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2811,MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2832,MEG_3179|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2853,MEG_3231|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2861,MEG_2072|Metals|Copper_resistance|Copper_resistance_regulator|COPR,abricate_megares_both_ARO_mapping.tsv,nan

2868,MEG_5327|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2881,MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2909,MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2911,MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2927,MEG_5405|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2930,MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2997,MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

2999,MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3036,MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3037,MEG_3933|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3045,MEG_3188|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3053,MEG_3241|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3064,MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3094,MEG_6056|Metals|Copper_resistance|Copper_resistance_regulator|RICR,abricate_megares_both_ARO_mapping.tsv,nan

3128,MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3133,MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3139,MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3168,MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3195,MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,abricate_megares_both_ARO_mapping.tsv,nan

3248,MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,abricate_megares_both_ARO_mapping.tsv,nan

3251,MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3262,MEG_3198|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3297,MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,abricate_megares_both_ARO_mapping.tsv,nan

3314,MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

3337,MEG_1187|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXYZ|RequiresSNPConfirmation,abricate_megares_both_ARO_mapping.tsv,nan

