Original ID,ARO Replacement
gi|446993873|ref|WP_001071129.1|,nan
gi|817673615|ref|WP_046638754.1|,nan
CAO91622,nan
gi|1031778566|ref|WP_064126137.1|,nan
gi|32345898|gb|AAM97243.1|,nan
gi|32345766|gb|AAM97177.1|,nan
P57296,nan
BAB86942,nan
AF101781.1.gene1.p01,nan
AAC22099,nan
gi|959864218|ref|WP_058143399.1|,nan
AAP46600,nan
YP_002735431,nan
gi|32345888|gb|AAM97238.1|,nan
ZP_04597435,nan
CAO91630,nan
gi|763407621|ref|WP_044264215.1|,nan
gi|757444661|ref|WP_042741303.1|,nan
AAP46619,nan
gi|754803992|ref|WP_042167105.1|,nan
AAP46597,nan
AAP46588,nan
gi|32345906|gb|AAM97247.1|,nan
gi|730454835|ref|WP_034018922.1|,nan
gi|959873071|ref|WP_058149474.1|,nan
gi|447201629|ref|WP_001278885.1|,nan
AAP46611,nan
gi|32345902|gb|AAM97245.1|,nan
gi|32345862|gb|AAM97225.1|,nan
gi|553797237|ref|WP_023127796.1|,nan
gi|488189171|ref|WP_002260379.1|,nan
CAD70592,nan
gi|692974498|ref|WP_032166642.1|,nan
AM180355.1.gene2260.p01,nan
gi|565828994|ref|WP_023912825.1|,nan
gi|959926073|ref|WP_058185040.1|,nan
AAP46602,nan
AAC45547,nan
AAP46604,nan
gi|489831097|ref|WP_003734834.1|,nan
YP_002467958,nan
AAP46577,nan
CAO91616,nan
gi|553772467|ref|WP_023104399.1|,nan
gi|501976562|ref|WP_012681429.1|,nan
gi|730685230|ref|WP_034070483.1|,nan
YP_002741884,nan
AF326777.3.gene21.p01,nan
AAP46613,nan
YP_248152,nan
U58210.1.gene4.p01,nan
ZP_00155442,nan
YP_002792444,nan
CAO91620,nan
gi|32345868|gb|AAM97228.1|,nan
gi|759851378|ref|WP_043542908.1|,nan
gi|32345836|gb|AAM97212.1|,nan
gi|985613534|ref|WP_060853009.1|,nan
gi|489191328|ref|WP_003100686.1|,nan
gi|730303878|ref|WP_033978962.1|,nan
gi|446993875|ref|WP_001071131.1|,nan
AAP46620,nan
gi|730479876|ref|WP_034024589.1|,nan
gi|730408915|ref|WP_034009100.1|,nan
gi|959855197|ref|WP_058138287.1|,nan
gi|32345914|gb|AAM97251.1|,nan
AAP46609,nan
gi|852318139|ref|WP_048338017.1|,nan
gi|730307282|ref|WP_033979566.1|,nan
gi|653201367|gb|KEA22378.1|,nan
gi|599938140|gb|EYI48463.1|,nan
gi|496671020|ref|WP_009313510.1|,nan
AAP46624,nan
CAO91609,nan
gi|501021964|ref|WP_012074629.1|,nan
gi|135617|sp|P28816.1|TETD_ECOLX,ARO:3000168
ZP_02709163,nan
gi|1042738957|ref|WP_065301739.1|,nan
AAP46590,nan
gi|959874152|ref|WP_058150234.1|,nan
AAF17264,nan
AAF17269,nan
gi|959897454|ref|WP_058165306.1|,nan
CAO91624,nan
gi|662089495|ref|WP_030048694.1|,nan
gi|730560767|ref|WP_034048018.1|,nan
gi|730296688|ref|WP_033975727.1|,nan
gi|489249810|ref|WP_003157921.1|,nan
gi|763182334|ref|WP_044061366.1|,nan
AAF17267,nan
gi|730473147|ref|WP_034023301.1|,nan
ZP_04466634,nan
AAP46595,nan
gi|489229602|ref|WP_003137949.1|,nan
gi|32345890|gb|AAM97239.1|,nan
AAP46576,nan
ZP_01834487,nan
gi|640475599|ref|WP_024916072.1|,nan
gi|685891619|ref|WP_031632892.1|,nan
gi|557710037|gb|AHA22063.1|,nan
gi|518556046|ref|WP_019726253.1|,nan
gi|543874920|gb|AGV64079.1|,nan
gi|959874184|ref|WP_058150266.1|,nan
gi|489180348|ref|WP_003089829.1|,nan
gi|917566719|ref|WP_052162109.1|,nan
CAO91612,nan
AAF17263,nan
gi|553764960|ref|WP_023097281.1|,nan
NC_011595.7059912.p01,nan
BAD67448,nan
gi|730400130|ref|WP_034007270.1|,nan
gi|960853123|ref|WP_058332030.1|,nan
EDK10390,nan
JN645776.1.gene1.p01,nan
gi|32345880|gb|AAM97234.1|,nan
gi|730321347|ref|WP_033984356.1|,nan
gi|976151217|ref|WP_059309422.1|,nan
gi|254966944|gb|ACT97499.1|,nan
JN645706.1.gene1.p01,nan
gi|738462527|ref|WP_036413340.1|,nan
gi|685977029|ref|WP_031685846.1|,nan
AAP46598,nan
CAO91629,nan
gi|960883644|ref|WP_058354899.1|,nan
YP_001292390,nan
AAP46591,nan
AAP46607,nan
gi|490841007|ref|WP_004703082.1|,nan
AAP46584,nan
gi|32345884|gb|AAM97236.1|,nan
AAF17270,nan
gi|746819953|ref|WP_039699719.1|,nan
AAP46621,nan
gi|486147411|ref|WP_001517796.1|,nan
AAF17266,nan
gi|510932763|ref|WP_016253089.1|,nan
ZP_04464540,nan
AAP46578,nan
AAP46610,nan
gi|489208567|ref|WP_003117466.1|,nan
gi|959902495|ref|WP_058168418.1|,nan
gi|730235894|ref|WP_033940844.1|,nan
NC_002516.2.880417.p01,nan
